id_projeto,id_receita,ds_tipo_arrecadacao,ds_receita,vl_unitario,nr_quantidade,vl_receita,fl_fonte_recurso,tp_recurso,nm_instituicao,fl_orgao_publico
7962,1804,,"Bolsa Produtividade em Desenvolvimento Tecnológico e Extensão Inovadora para coordenador Pesquisador.",39600.00,1.00,39600.00,T,E,"Conselho Nacional de Desenvolvimento Científico e Tecnológico",S
7987,1821,,"R$ 10.200,00 para despesas de capitalR$ 18.720,00 para despesas de custeioR$ 14.400,00 para bolsa de Apoio Técnico",43320.00,1.00,43320.00,T,E,"Conselho Nacional de Desenvolvimento Científico e Tecnológico",S
8171,1849,"Prestação de Serviço","patrocínio - wdhouse",750.00,1.00,750.00,A,,,
8171,1843,Inscrição,"inscriçoes no evento (152 pagantes)",2765.00,1.00,2765.00,A,,,
8171,1844,"Prestação de Serviço","patrocínio - augen",500.00,1.00,500.00,A,,,
8171,1845,"Prestação de Serviço","patrocínio - compasso",750.00,1.00,750.00,A,,,
8171,1846,"Prestação de Serviço","patrocínio - scadi agro",500.00,1.00,500.00,A,,,
8171,1847,"Prestação de Serviço","patrocínio - tecnicon",750.00,1.00,750.00,A,,,
8171,1848,"Prestação de Serviço","patrocínio - vetorial",1500.00,1.00,1500.00,A,,,
8405,1877,,"Bolsas de Tutoria - Edital Nro. 04/2020 - Prograd",17600.00,1.00,17600.00,I,,,
8447,1883,,"Material de custeio. Compra de reagentes para realização de análises de nutrientes, e de pigmentos fotossintéticos por cromatografia líquida de alta eficiência (HPLC). Compra de vidraria para realização de experimentos laboratoriais com microalgas.",17100.00,1.00,17100.00,T,E,"Fundação de Amparo a Pesquisa do Estado do Rio Grande do Sul",S
8727,1941,,"Pagamento da Bolsa do monitor.",400.00,1.00,400.00,T,E,"Universidade Federal do Rio Grande",S
9018,2027,"Prestação de Serviço","Marketing e divulgação das empresas patrocinadoras e apoiadoras do projeto em mídias, feiras e competições.",50.00,100.00,5000.00,A,,,
8820,1959,,"Recurso proveniente de convênio com a universidade de Bergen da Noruega",1300360.00,1.00,1300360.00,T,E,"UNIVERSITETET I BERGEN",N
8977,2016,,"Recurso pago pela Prefeitura Municipal do Rio Grande em forma de bolsas para Professores e Estudantes",99885.06,1.00,99885.06,T,E,"Prefeitura Municipal do Rio Grande - Secretaria de Município de Administração e Licitações",S
8986,2017,,Bolsa,400.00,1.00,400.00,I,,,
8872,1968,,"Projeto aprovado no EDITAL EMERGENCIAL FAPERGS 06/2020 - CIÊNCIA E TECNOLOGIA NO COMBATE À COVID-19. TERMO DE OUTORGA: 20/2551-0000272-1",150000.00,1.00,150000.00,T,E,"Fundação de Amparo a Pesquisa do Estado do Rio Grande do Sul",S
8874,1969,,"recursos para passagens e diárias",81490.00,1.00,81490.00,T,E,"Fundação de Amparo a Pesquisa do Estado do Rio Grande do Sul",S
8899,1973,,"Financiamento de Custeio e capital",26875.00,1.00,26875.00,T,E,"Conselho Nacional de Desenvolvimento Científico e Tecnológico",S
8918,1981,,"Demanda de Auxílio com deslocamento nos municípios abrangidos pelo projeto",400.00,1.00,400.00,I,,,
8918,1982,,"Demanda de bolsista de extensão durante o semestre 2019/2",2400.00,1.00,2400.00,I,,,
8924,1984,,"consumo e pessoa juridica",120000.00,1.00,120000.00,T,E,"Prefeitura Municipal do Rio Grande - Secretaria de Município de Administração e Licitações",S
8936,1986,Inscrição,"alunos de Pós Graduação",30.00,65.00,1950.00,A,,,
8936,1987,Inscrição,"Inscrição estudantes",30.00,72.00,2160.00,A,,,
8936,1988,Inscrição,"Inscrições professores/pesquisadores",50.00,60.00,3000.00,A,,,
8936,1989,Inscrição,"Profissionais da Educação Básica",30.00,100.00,3000.00,A,,,
8939,1990,,"Contemplado no Edital Universal 2014",24000.00,1.00,24000.00,T,E,"Conselho Nacional de Desenvolvimento Científico e Tecnológico",S
8967,1998,,"EDITAL DA ÁGUA - MOSAIC FERTILIZANTES",32000.00,1.00,32000.00,T,E,"Fundação de Apoio à Universidade do Rio Grande",N
8987,2018,,Bolsa,400.00,1.00,400.00,I,,,
8989,2019,,"Financiamento de recursos via CNPq de R$ 21.000,00 para subsidiar as ações do projeto.",0.00,1.00,0.00,T,N,"Conselho Nacional de Desenvolvimento Científico e Tecnológico",S
9007,2022,,"Bolsa - Programa de Acompanhamento e Apoio Pedagógico ao Estudante",4200.00,1.00,4200.00,I,,,
9062,2046,,"CNPq PROCESSO Nº 420118/2018-7R$45.000,00 para recursos de custeioEdital Universal CNPq",45000.00,1.00,45000.00,T,E,"Conselho Nacional de Desenvolvimento Científico e Tecnológico",S
9073,2049,,"Equipe FURG + INPE capital e custeio + bolsas FURG",2213861.20,1.00,2213861.20,T,E,"Coordenação de Aperfeiçoamento de Pessoal de Nível Superior",S
9074,2050,,"Edital MCTI/CNPq 56/2013 -Produção de Biocombustíveis e Bioprodutos a partir de Microalgas",894808.63,1.00,894808.63,T,E,"Conselho Nacional de Desenvolvimento Científico e Tecnológico",S
9097,2058,,"reagentes mais contrato de barco",3000.00,1.00,3000.00,I,,,
9118,2065,,"Contrapartida da FURG exigida no edital",36745.51,1.00,36745.51,I,,,
9118,2066,,"Secretaria de Desenvolvimento Econômico, Ciência e Tecnologia do RS (SDECT), Programa de Apoio aos Polos Tecnológicos, Edital 01/2017",681368.26,1.00,681368.26,T,E,"Secretaria do Desenvolvimento Econômico, Ciência e Tecnologia do RS",S
9121,2067,,"PROJETO CHAMADA UNIVERSAL MCTI-CNPq NUMERO: 01/2016 PROCESSO: 420982/2016-7",53364.20,1.00,53364.20,T,E,"Conselho Nacional de Desenvolvimento Científico e Tecnológico",S
9124,2069,,"Recurso destinado à aquisição de capital e consumo.",29000.00,1.00,29000.00,T,E,"Conselho Nacional de Desenvolvimento Científico e Tecnológico",S
9141,2081,,"Ambiente de trabalho (salas de permanência dos Professores)",0.00,1.00,0.00,C,,,
9141,2082,,"Revisão do Plano de Saneamento Básico do Município do Rio Grande",200000.00,1.00,200000.00,T,E,"Secretaria Municipal do Meio Ambiente do Rio Grande",S
9167,2086,"Prestação de Serviço","1a. Parcela - SMMA",155272.00,1.00,155272.00,A,,,
9167,2087,"Prestação de Serviço","2a. Parcela - SMMA",169900.00,1.00,169900.00,A,,,
9167,2088,"Prestação de Serviço","3a. Parcela - SMMA",181833.00,1.00,181833.00,A,,,
9167,2089,"Prestação de Serviço","4a. Parcela - SMMA",194877.00,1.00,194877.00,A,,,
9167,2090,"Prestação de Serviço","5a. Parcela - SMMA",208522.00,1.00,208522.00,A,,,
9167,2091,"Prestação de Serviço","6a. Parcela - Rendimentos 2016",19412.88,1.00,19412.88,A,,,
9167,2092,"Prestação de Serviço","7a. Parcela - Saldo final aplicação",3812.77,1.00,3812.77,A,,,
9170,2093,,.,4131667.09,1.00,4131667.09,T,E,"Coordenação de Aperfeiçoamento de Pessoal de Nível Superior",S
9175,2094,,"Bolsa monitoria",1600.00,1.00,1600.00,I,,,
9226,2103,"Prestação de Serviço","Equipamentos para Etapa Auxiliares 1 e 2",7000.00,1.00,7000.00,A,,,
9226,2104,"Prestação de Serviço","Equipamentos para pesquisa e desenvolvimento",10000.00,1.00,10000.00,A,,,
9226,2105,"Prestação de Serviço","Pagamento de parcela  referente as bolsas  contratadas na assintura do contrato",5460.00,10.00,54600.00,A,,,
9226,2106,"Prestação de Serviço","Percentuais administrativos FURG (FAURG, REITORIA, UNIDADE)",11456.00,1.00,11456.00,A,,,
9231,2107,,"Passagem aérea para estagio no México.",1500.00,1.00,1500.00,T,E,"Universidad Nacional Autónoma de México",S
9239,2108,,"Passagem aérea e diárias",3000.00,1.00,3000.00,T,E,"Universidad Nacional Autónoma de México",S
9257,2113,,"Proveniente de saldo do convenio entre a FURG, FAURG e a Sec. de Aquicultura e Pesca do Governo Federal",349512.14,1.00,349512.14,T,E,"Fundação de Apoio à Universidade do Rio Grande",S
9343,2156,,"2 bolsas mensais de quatrocentos reais pagas pela PROGEP",9600.00,1.00,9600.00,I,,,
13367,3323,,"Recursos para pesquisa científica",299920.00,1.00,299920.00,T,E,"Conselho Nacional de Desenvolvimento Científico e Tecnológico",S
13381,3332,,"Recursos do Instituto de Oceanografia - FURG",90000.00,1.00,90000.00,I,,,
9362,2159,,"Edital Pesquisador Gaúcho FAPERGS-2017",30000.00,1.00,30000.00,T,E,"Fundação de Amparo a Pesquisa do Estado do Rio Grande do Sul",S
9366,2162,,Bolsa,2500.00,1.00,2500.00,T,E,"Serviço de Apoio às Micro e Pequenas Empresas do Estado do Rio Grande do Sul",N
9366,2163,,"Contratação de pessoa física",21000.00,1.00,21000.00,I,,,
9366,2164,,"Hora de professores",11000.00,1.00,11000.00,C,,,
9366,2165,,"Material de Consumo",3220.00,1.00,3220.00,T,E,"Serviço de Apoio às Micro e Pequenas Empresas do Estado do Rio Grande do Sul",N
9366,2166,,"Outras despesas",1800.00,1.00,1800.00,T,E,"Serviço de Apoio às Micro e Pequenas Empresas do Estado do Rio Grande do Sul",N
9366,2167,,"Serviços de Terceiros (pessoa jurídica)",17700.00,1.00,17700.00,T,E,"Serviço de Apoio às Micro e Pequenas Empresas do Estado do Rio Grande do Sul",N
9366,2168,,"Taxa FAURG",4019.12,1.00,4019.12,I,,,
9366,2169,,"Utilização de equipamentos",2053.00,1.00,2053.00,C,,,
9287,2130,,"bolsa de pós doutorado",54000.00,1.00,54000.00,T,E,"Conselho Nacional de Desenvolvimento Científico e Tecnológico",S
9287,2131,,"infraestrutura basica do laboratorio",250000.00,1.00,250000.00,I,,,
9288,2132,,"Recurso do projeto Pesquisador Gaucho 2017",42000.00,1.00,42000.00,T,E,"Fundação de Amparo a Pesquisa do Estado do Rio Grande do Sul",S
9288,2133,,"taxa de bancada de bolsa produtividade do coordenador",36000.00,1.00,36000.00,T,E,"Conselho Nacional de Desenvolvimento Científico e Tecnológico",S
9298,2134,,"Valor referente a elaboração de relatórios técnicos",43668.00,1.00,43668.00,T,E,"Prefeitura Municipal do Rio Grande - Secretaria de Município de Administração e Licitações",S
9386,2173,,"Coordenador Geral do Projeto (Prof. Eduardo R. Secchi) - Dedicação de 4 horas semanais",30000.00,1.00,30000.00,C,,,
9386,2174,,"Consultor estatistico (Prof. Paul G. Kinas) - Dedicação de 2 horas semanais",32000.00,1.00,32000.00,C,,,
9386,2175,,"Consultoria Pesca (Prof. Luis Gustavo Cardoso) - Dedicação de 8 horas semanais",28320.00,1.00,28320.00,C,,,
9386,2176,,"Recurso destinado à ações de pesquisa",1947520.00,1.00,1947520.00,T,E,"Fundo Brasileiro para a Biodiversidade",N
9386,2177,,"Técnico de Laboratório para triagem de amostras biológicas (Wagner Vaz) - Dedicação de 20 horas semanais até agosto de 2019",45360.00,1.00,45360.00,C,,,
9386,2178,,"Coordenadora da área econômica (Prof. Patrízia Abdallah) - Dedicação de 8 horas semanais",48000.00,1.00,48000.00,C,,,
9386,2179,,"Aluno de Graduação para realizar a coleta e organização de dados primários (bolsista de Iniciação Científica) - Dedicação de 6 horas semanais",3000.00,1.00,3000.00,C,,,
9386,2183,,"Técnico de Laboratório para monitoramento do desembarque e processamento de amostras biológicas (peixes) (Márcio Freire)  - Dedicação de 20 horas semanais",40800.00,1.00,40800.00,C,,,
9386,2184,,"Técnico de Laboratório para monitoramento do desembarque e processamento de amostras biológicas (peixes) (Márcio Freire) - Dedicação de 10 horas semanais entre março e agosto de 2019",8160.00,1.00,8160.00,C,,,
9386,2185,,"Técnico de Laboratório para monitoramento do desembarque e processamento de amostras biológicas (peixes) (Márcio Freire) - Dedicação de 2 horas semanais a partir de setembro de 2019",2992.00,1.00,2992.00,C,,,
9386,2186,,"Consultoria Pesca (Prof. Luis Gustavo Cardoso) - Dedicação de 12 horas semanais a partir de março de 2019",48144.00,1.00,48144.00,C,,,
9386,2187,,"Coordenador Geral do Projeto (Prof. Eduardo R. Secchi) - 6 horas semanais a partir de março de 2019",51000.00,1.00,51000.00,C,,,
9386,2188,,"Técnico de Laboratório para triagem de amostras biológicas (Wagner Vaz) - Dedicação de 10 horas semanais a partir de setembro de 2019",11880.00,1.00,11880.00,C,,,
9386,2189,,"Consultor para analisar os dados do PREPS (Prof. Rafael Sperb) - Dedicação de 4horas semanais em 26 meses (exceto de março a agosto de 2019)",52000.00,1.00,52000.00,C,,,
9390,2190,,"Bolsa Edital EPEC/2018",4800.00,1.00,4800.00,I,,,
9395,2191,,"Bolsa Edital EPEC/2017",3200.00,1.00,3200.00,I,,,
9402,2195,,"Custeio e capital aprovados para financiamento do projeto",107212.00,1.00,107212.00,T,E,"Conselho Nacional de Desenvolvimento Científico e Tecnológico",S
9404,2196,,"Material de consumo",7852.76,1.00,7852.76,T,E,"Fundação de Amparo a Pesquisa do Estado do Rio Grande do Sul",S
9404,2197,,"Material permanente",38247.24,1.00,38247.24,T,E,"Fundação de Amparo a Pesquisa do Estado do Rio Grande do Sul",S
9404,2198,,"Serviços de terceiros",900.00,1.00,900.00,T,E,"Fundação de Amparo a Pesquisa do Estado do Rio Grande do Sul",S
9405,2199,,"Custos com pessoal, reuniões, viagens, diárias, e recursos materiais,",3392110.00,1.00,3392110.00,T,E,"Ministério do Comércio Exterior, Indústria e Serviços da Alemanha",S
9472,2205,Inscrição,"Apresentação de trabalhos - demais membros da sociedade",20.00,155.00,3100.00,A,,,
9472,2206,Inscrição,"Apresentação de trabalhos - professor universitário",50.00,50.00,2500.00,A,,,
9472,2207,Inscrição,Ouvintes,0.00,80.00,0.00,A,,,
9472,2208,,"Total de despesas correntes",3569.00,1.00,3569.00,I,,,
9486,2209,,"Material permanente - Equipamentos já disponíveis no laboratório de micobactérias da Universidade Federal do Rio Grande.",0.00,1.00,0.00,I,,,
9486,2210,,"Os materiais permanentes e de consumo são disponibilizados para o diagnóstico da tuberculose conforme demanda, não acarretando custos adicionais à unidade educacional envolvida.",0.00,1.00,0.00,T,N,"Hospital Universitário Miguel Riet Correa Jr",S
9502,2221,,"Pagamento de Bolsas",38400.00,1.00,38400.00,I,,,
9601,2228,,"Pagamento de Bolsas",8400.00,1.00,8400.00,I,,,
9601,2229,,"Pagamento de bolsas para desenvolvimento das ações do Movimento Coral em tempos de COVID-19",14400.00,1.00,14400.00,I,,,
9625,2233,,"Valor a ser pago pela empresa pelo trabalho",65813.76,1.00,65813.76,T,E,"STER ENGENHARIA LTDA",N
9626,2234,,"Serviços de terceiros, Material de consumo, Passagens, Diarias,Bolsas",322550.00,1.00,322550.00,T,E,"Secretaria Municipal do Meio Ambiente do Rio Grande",S
9627,2235,,"Recurso para bolsas DTI",196000.00,1.00,196000.00,T,E,"Fundação de Amparo a Pesquisa do Estado do Rio Grande do Sul",S
9627,2236,,"Recursos obtidos na chamada Chamada CNPq/Capes/FAPs/BC-Fundo Newton nº 15/2016 - Programa de Pesquisa Ecológica deLonga Duração - PELD",197684.00,1.00,197684.00,T,E,"Conselho Nacional de Desenvolvimento Científico e Tecnológico",S
9683,2252,,"02 cotas de bolsas de R$ 400,00 cada",800.00,1.00,800.00,I,,,
9758,2262,,"Bolsas de tutoria",6000.00,1.00,6000.00,I,,,
9791,2263,,"O recurso para este projeto foi aprovado em 2017 e inclui compra de equipamentos e material permanente",10000.00,1.00,10000.00,T,E,"Fundação de Amparo a Pesquisa do Estado do Rio Grande do Sul",S
9806,2269,,"Bolsas de tutoria",3600.00,1.00,3600.00,I,,,
9852,2273,,"Contração de Pessoa Jurídica: Contratação da Universidade Federal do Rio Grande - FURG (profissionais e alunos pesquisadores) através da interveniência da Fundação de Apoio à Universidade do Rio Grande (FAURG), para execução do projeto.  Valor: R$ 148.010,00Material de consumo (Serviço Pessoa Jurídica): Aquisição de material gráfico (banners, plotters, flyers, cartilhas, crachás, cartazes, adesivos, placas) e de serigrafia (camisetas e coletes). Valor: R$ 11.990,00",320000.00,1.00,320000.00,T,E,"Prefeitura Municipal do Rio Grande",S
9855,2274,,"Bens de capital, consumíveis, bolsas, diárias, passagens e taxas.",195130.62,1.00,195130.62,T,E,"Companhia Riograndense de Saneamento",S
9897,2280,,"CUSTEIO - R$ 14.923,50CAPITAL - R$ 18.830,00",33753.50,1.00,33753.50,T,E,"Fundação de Amparo a Pesquisa do Estado do Rio Grande do Sul",S
9918,2285,,"R$ 85000,00 para capitalR$ 24.000,00 para custeio",109000.00,1.00,109000.00,T,E,"Conselho Nacional de Desenvolvimento Científico e Tecnológico",N
9918,2286,,"Recurso para as rubricas capital e custeio",70000.00,1.00,70000.00,T,E,"Fundação de Amparo a Pesquisa do Estado do Rio Grande do Sul",N
9932,2288,,"recurso aprovado no edital universal CNPq, versão 2018",107000.00,1.00,107000.00,T,E,"Conselho Nacional de Desenvolvimento Científico e Tecnológico",S
9946,2291,"Prestação de Serviço","Execução Projeto Curso de Formação de Gestores Escolares de Morro Redondo",15000.00,1.00,15000.00,A,,,
9978,2297,,"Outros Serviços de Terceiros - Pessoa Física",2000.00,1.00,2000.00,I,,,
9990,2302,,"Recurso Palestra",468.00,1.00,468.00,I,,,
10060,2308,,"Bolsa no valor de R$ 400,00 mensais, pagas ao estagiário.",9600.00,1.00,9600.00,T,E,"Superintendência do Porto do Rio Grande",S
10084,2315,,"Referente a dois meses e quinze dias de bolsa para monitor, para despesas internet, equipamentos, entre outras despesas.",1000.00,1.00,1000.00,T,E,"Universidade Federal do Rio Grande",S
10132,2316,,"Financiamento do Projeto",100000.00,1.00,100000.00,T,E,"Yara Brasil Fertilizantes - Rio Grande",N
10180,2320,,"Oriundo do Edital Universal CNPQ 028/2018",12240.00,1.00,12240.00,T,E,"Conselho Nacional de Desenvolvimento Científico e Tecnológico",S
10187,2321,,"Auxílio Financeiro ao Estudante",2400.00,1.00,2400.00,I,,,
10209,2325,,"CONVÊNIO COM PREFEITURA MUNICIPAL DE RIO GRANDE SMS 025/2020",12000.00,1.00,12000.00,T,E,"Hospital Universitário Miguel Riet Correa Jr",S
10250,2335,,"Apoio financeiro para a realização do I Simpósio Gaúcho de Toxicologia e Saúde Ambiental",5000.00,1.00,5000.00,T,E,"Superintendência do Porto do Rio Grande",S
10250,2336,Inscrição,"Insccrição de alunos de pós-graduação",70.00,20.00,1400.00,A,,,
10250,2337,Inscrição,"Inscrição de alunos de graduação",100.00,71.00,7100.00,A,,,
10250,2338,Inscrição,"Inscrição de alunos de profissionais",90.00,30.00,2700.00,A,,,
10265,2343,,"Recursos de custeio.",47400.00,1.00,47400.00,T,E,"Fundação de Amparo a Pesquisa do Estado do Rio Grande do Sul",S
10266,2344,,"Recursos de custeio",47400.00,1.00,47400.00,T,E,"Fundação de Amparo a Pesquisa do Estado do Rio Grande do Sul",S
10293,2346,,"CONVÊNIO COM PREFEITURA MUNICIPAL DE RIO GRANDE SMS 025/2020",12000.00,1.00,12000.00,T,E,"Hospital Universitário Miguel Riet Correa Jr",S
10300,2347,,"R$ 77.000,00 capitalR$ 42.850,00 custeio",119850.00,1.00,119850.00,T,E,"Conselho Nacional de Desenvolvimento Científico e Tecnológico",S
10350,2351,,"O recurso será liberado sob a forma de um TERMO DE EXECUÇÃO DESCENTRALIZADA firmado entre a FURG e a Secretaria de Mobilidade Social, do Produtor Rural e do Cooperativismo, do Ministério da Agricultura Pecuária e Abastecimento, via programa PROORGÂNICO. O recurso será liberado em duas parcelas, a primeira em dezembro de 2018 no valor de R$ 15.000,00 e a segunda em Março de 2019 no valor de R$ 11.500,00.",26500.00,1.00,26500.00,T,E,"Laboratório Nacional Agropecuário no Rio Grande do Sul, Laboratório de Análises de Resíduos de Pesticidas e Medicamentos Veterinários",S
10392,2367,,"Material de consumo",80.00,1.00,80.00,I,,,
10399,2368,,"Edital ARD 01/2017",17000.00,1.00,17000.00,T,E,"Fundação de Amparo a Pesquisa do Estado do Rio Grande do Sul",S
10400,2369,,"desenvolvimento da plataforma",60000.00,1.00,60000.00,T,E,"Conselho Nacional de Desenvolvimento Científico e Tecnológico",S
10478,2376,,"Apoio curso de Psicologia",200.00,1.00,200.00,I,,,
10545,2417,,"Capital, custeio e bolsas.",1682167.00,1.00,1682167.00,T,E,"Conselho Nacional de Desenvolvimento Científico e Tecnológico",S
10560,2420,,"Material de consumo e serviços de terceiros para manutenção de equipamentos.",41836.01,1.00,41836.01,T,E,"Fundação de Amparo a Pesquisa do Estado do Rio Grande do Sul",S
10570,2422,,"Pagamento de Bolsa de Doutorado",200000.00,1.00,200000.00,T,E,"Conselho Nacional de Desenvolvimento Científico e Tecnológico",S
10571,2423,,"Recusros de custeio e permanente",537886.50,1.00,537886.50,T,E,"Coordenação de Aperfeiçoamento de Pessoal de Nível Superior",S
10582,2432,"Prestação de Serviço","Arrendamento de equipamentos do OpenLab",300.00,15.00,4500.00,A,,,
10582,2433,Inscrição,"Incubação na modalidade virtual",2500.00,60.00,150000.00,A,,,
10582,2434,"Prestação de Serviço","Prestação de consultoria",1000.00,5.00,5000.00,A,,,
10582,2435,"Prestação de Serviço","Prestação de Consultoria/Assessorias",500.00,10.00,5000.00,A,,,
10582,2436,"Prestação de Serviço","Taxa de contratação entre empresa incubada e FURG por permissão de uso de espaço laboratorial e/ou de equipamentos",500.00,10.00,5000.00,A,,,
10582,2437,Inscrição,"Taxa de Incubação na modalidade empresa não residente",1500.00,60.00,90000.00,A,,,
10583,2438,"Prestação de Serviço","Arrendamento de equipamentos do OpenLab",300.00,30.00,9000.00,A,,,
10583,2439,"Prestação de Serviço","Prestação de consultoria",1000.00,30.00,30000.00,A,,,
10583,2440,"Prestação de Serviço","Prestação de consultoria/assessoria",500.00,5.00,2500.00,A,,,
10583,2441,"Prestação de Serviço","Taxa de contratação entre empresa incubada e FURG por permissão de uso de espaço laboratorial e/ou de equipamentos",500.00,30.00,15000.00,A,,,
10583,2442,Inscrição,"Taxa de incubação na modalidade empresa residente",3671.70,60.00,220302.00,A,,,
10590,2443,,"4 Bolsas de Iniciação Científica Júnior para o ano de 2020",4800.00,1.00,4800.00,T,E,"Conselho Nacional de Desenvolvimento Científico e Tecnológico",S
10590,2444,,"Material de Custeio",5000.00,1.00,5000.00,T,E,"Conselho Nacional de Desenvolvimento Científico e Tecnológico",S
10659,2484,,"12 (doze) parcelas de R$ 3000,00",36000.00,1.00,36000.00,T,E,"Rede Nacional de Ensino e Pesquisa",S
10659,2485,,"8 parcelas de R$ 1500,00",12000.00,1.00,12000.00,T,E,"Rede Nacional de Ensino e Pesquisa",S
10659,2486,,"Total geral",26400.00,1.00,26400.00,T,E,"Rede Nacional de Ensino e Pesquisa",S
10664,2487,,"Fomento do Projeto LeME Transforma, por meio do Desafio Transforma da FBB, para adaptação e reaplicação de Tecnologias Sociais Educacionais",498940.42,1.00,498940.42,T,E,"Fundação Banco do Brasil",N
10664,2488,,"P1118 / Alimentação REFEIÇÃO CCMAR - 600 estudantes - 2 anos (R$ 298.800,00)  S0582 / Instrutor/Educador CCMAR - 10 cursos - 2 anos - 600 estudantes (R$ 120.000,00)P1108 / Material de Expediente Material Didático CCMAR - 600 estudantes - 10 cursos - 2 anos (R$ 60.000,00)Transporte (passageiros, locações de veículos e outros) Passagem terrestre (600 jovens/50 dias/ida e volta) CCMAR - 600 estudantes - 2 anos ($ 115.200,00)Locação/Instalação/Manutenção/Montagem de Bens Móveis - Toda a infra-estrutura do CCMar a disposição (10 salas, auditorio), limpeza, higiene, internet, luz, ... durante 2 anos. - 10 Cursos - 600 estudantes - 2 anos (R$ 292.000,00)",886000.00,1.00,886000.00,C,,,
10707,2502,,"Recurso provenientes do EDITAL DE FOMENTO DE AÇÕES DE EXTENSÃO UNIVERSITÁRIA/ PROEXC -Nº 02/2020",8000.00,1.00,8000.00,I,,,
10727,2504,,"Transporte de estudantes para aldeia indígena",300.00,1.00,300.00,I,,,
10798,2528,"Prestação de Serviço","Pagamento da décima parcela de 10% do valor contratado no ato da assinatura do contrato e abertura da conta",42832.65,1.00,42832.65,A,,,
10798,2529,"Prestação de Serviço","Pagamento da nona parcela de 10% do valor contratado no ato da entrega / apresentação do relatório parcial",42832.65,1.00,42832.65,A,,,
10798,2530,"Prestação de Serviço","Pagamento da oitava parcela de 10% do valor contratado no ato da entrega / apresentação do relatório parcial",42832.65,1.00,42832.65,A,,,
10798,2531,"Prestação de Serviço","Pagamento da primeira parcela de 10% do valor contratado no ato da entrega / apresentação do relatório parcial",42832.65,1.00,42832.65,A,,,
10798,2532,"Prestação de Serviço","Pagamento da quarta parcela de 10% do valor contratado no ato da entrega / apresentação do relatório parcial",42832.65,1.00,42832.65,A,,,
10798,2533,"Prestação de Serviço","Pagamento da quinta parcela de 10% do valor contratado no ato da entrega / apresentação do relatório parcial",42832.65,1.00,42832.65,A,,,
10798,2534,"Prestação de Serviço","Pagamento da segunda parcela de 10% do valor contratado no ato da entrega / apresentação do relatório parcial",42832.65,1.00,42832.65,A,,,
10798,2535,"Prestação de Serviço","Pagamento da sétima parcela de 10% do valor contratado no ato da entrega / apresentação do relatório parcial",42832.65,1.00,42832.65,A,,,
10798,2536,"Prestação de Serviço","Pagamento da sexta parcela de 10% do valor contratado no ato da entrega / apresentação do relatório parcial",42832.65,1.00,42832.65,A,,,
10798,2537,"Prestação de Serviço","Pagamento da terceira parcela de 10% do valor contratado no ato da entrega / apresentação do relatório parcial",42832.65,1.00,42832.65,A,,,
10805,2538,,"Edital FAPERGS 10/2020 - Auxílio Recém-Doutor - ARD",20000.00,1.00,20000.00,T,E,"Fundação de Amparo a Pesquisa do Estado do Rio Grande do Sul",S
10857,2548,,"2 bolsas mensais de quatrocentos reais pagas pela PROGEP",9600.00,1.00,9600.00,I,,,
10976,2559,,"O recurso se divide entre capital e custeio. ",20000.00,1.00,20000.00,T,E,"Conselho Nacional de Desenvolvimento Científico e Tecnológico",S
11005,2580,,"Valor total bruto do projeto",115000.00,1.00,115000.00,T,E,"GRAM LABORATORIO DE ANALISES CLINICAS LTDA",N
11013,2581,,"Edital Universal 2018",12000.00,1.00,12000.00,T,E,"Conselho Nacional de Desenvolvimento Científico e Tecnológico",S
11205,2611,,"Aporte financeiro em bolsas",143712.00,1.00,143712.00,T,E,"Conselho Nacional de Desenvolvimento Científico e Tecnológico",S
11205,2612,,"Computadores, passagens e diárias no valor total de R$ 20.000,00",0.00,1.00,0.00,T,N,WIPLAY,N
11223,2620,,"Recurso financeiro aprovado através do Edital Universal 2018",30000.00,1.00,30000.00,T,E,"Conselho Nacional de Desenvolvimento Científico e Tecnológico",S
11233,2623,,"Material Permanente (computadores e licença de software)",49500.00,1.00,49500.00,T,E,"Fundação de Amparo a Pesquisa do Estado do Rio Grande do Sul",S
11243,2625,,"Recurso para consumo, capital e bolsas",450000.00,1.00,450000.00,T,E,"Conselho Nacional de Desenvolvimento Científico e Tecnológico",S
11272,2630,,"Recurso do Plano",120000.00,1.00,120000.00,T,E,"Prefeitura Municipal do Rio Grande - Secretaria de Município de Administração e Licitações",S
11289,2631,,"Recursos do adicional de bancada da bolsa de produtividade em pesquisa (Nível 1A) do proponente.",31200.00,1.00,31200.00,T,E,"Conselho Nacional de Desenvolvimento Científico e Tecnológico",S
11470,2658,,"Cartilhas acessíveis",30000.00,1.00,30000.00,C,,,
11470,2659,,"Curta metragem",30000.00,1.00,30000.00,C,,,
11470,2660,,"Palestras e oficinas para a Comunidade sobre politicas publica inclusiva",10000.00,1.00,10000.00,C,,,
11470,2661,,"Projeto Química Sinalizada",30000.00,1.00,30000.00,C,,,
11470,2662,,"Recurso dado por ementa parlamentar, Câmara dos Deputados do Brasil",100000.00,1.00,100000.00,T,E,"Universidade Federal do Rio Grande",S
11470,2663,,"salas física e plataforma",0.00,1.00,0.00,I,,,
11523,2678,,"Não há recurso envolvido",0.00,1.00,0.00,C,,,
